TIME_PERIOD,UA_Actual,PDM_Angles,PDM_Distance,Granger,Lagged_Correlation,Multivariate_Regression,Transfer_Entropy,Linear_Pooling,Median_Pooling
2002-04-01,2.0616179801028034,2.1,2.1,2.9277558734657565,2.9682508213652503,2.856851237342405,2.9020363352909344,2.981818181818181,2.5
2002-05-01,1.3500329941857903,2.1139922584409665,2.1125,2.6368917606490774,2.6796135935203256,2.5521980055755837,2.623455881626894,2.6909090909090905,2.5
2002-06-01,-1.0678604370870204,1.6078086307979018,1.6084498094027952,2.4406086901753556,2.47291043467053,2.344243447274455,2.4148825422988085,2.4818181818181815,2.4
2002-07-01,-0.8665742935206167,3.5811239291723678,3.581132075471698,2.553021159627067,2.5647824358332447,2.457604989239277,2.524440643645694,2.5727272727272723,2.5
2002-08-01,-0.8665742935206167,3.7,3.7,2.70066436188183,2.7187315748274274,2.6058348712558033,2.6935571991491094,2.727272727272727,2.5
2002-09-01,-1.0640512371590138,1.3666666666666667,1.3666666666666667,2.6157562920299267,2.6410963057610672,2.5196597091674517,2.6376075385398656,2.645454545454545,2.9
2002-10-01,-0.5703588780629709,3.6500000000000004,3.6500000000000004,2.740875013018416,2.7592223328290886,2.6480974031304885,2.7932892474382744,2.7636363636363632,2.9
2002-11-01,-0.37248894548199685,2.7636363636363637,2.7636363636363637,2.7350770549343033,2.758412785895751,2.6561391371973966,2.799042870627781,2.7636363636363632,2.9
2002-12-01,-0.5686060932270864,1.5,1.5,2.720994650909647,2.7427525872039853,2.653012364064504,2.7945604036697684,2.7454545454545456,3.0
2003-01-01,-0.07637146992623967,1.3559661782517844,1.3559322033898304,2.5652618058029732,2.6153605996317757,2.518587036227962,2.666829484392591,2.6181818181818177,2.7
2003-02-01,2.4571890911810446,3.9571129253286728,3.9556485863366095,2.8855850529509457,2.9166956054366633,2.8324934725131055,2.9948692760992417,2.927272727272727,2.6
2003-03-01,4.314419104918499,1.6981878684703278,1.6983050847457628,2.7681675558888457,2.801613736069526,2.7210679680727816,2.87050721209505,2.8090909090909086,2.7
2003-04-01,3.5942998408805993,1.25,1.25,2.4171563736251573,2.4602817100467242,2.377965218264536,2.530281996466978,2.4636363636363634,2.2
2003-05-01,3.906017894564262,2.053105223845045,2.0526315789473686,2.166057564731288,2.186623122543078,2.0977898764298826,2.254847467254141,2.1909090909090905,2.2
2003-06-01,5.916419462789024,2.8,2.8,2.250641145729168,2.2693751295494966,2.1878562935041144,2.3587473688872485,2.2727272727272725,2.1
2003-07-01,7.421830500838866,1.7,1.7,2.1867554233839286,2.214098860131536,2.1332777574089,2.2955242718435005,2.218181818181818,2.1
2003-08-01,5.807273930184986,2.8499999999999996,2.8499999999999996,2.2626194648250375,2.2968793423704144,2.2195232364115793,2.3701127609334782,2.3,2.2
2003-09-01,6.229658257251547,3.3,3.3,2.3124628692927436,2.333902860998577,2.271040613054227,2.4252611396083656,2.336363636363636,2.2
2003-10-01,6.86260557556686,1.5447282290230344,1.5446153846153845,2.125040010025075,2.146455492143055,2.094212353880519,2.257069297638525,2.145454545454545,2.3
