date,PDM_angles,PDM_distance,Granger,Lagged_correlation,Multivariate_regression,Transfer_entropy,Linear_pooling,Median_pooling
2003-04-01,1.25,1.25,2.4171563736251627,2.4602817100467242,2.377965218264536,2.530281996466978,2.463636363636364,2.2
2003-05-01,2.0531052238450447,2.0526315789473686,2.166057564731294,2.186623122543078,2.0977898764298826,2.254847467254141,2.190909090909091,2.2
2003-06-01,2.8,2.8,2.250641145729173,2.2693751295494966,2.187856293504113,2.3587473688872485,2.2727272727272725,2.1
2003-07-01,1.7,1.7,2.1867554233839335,2.214098860131536,2.1332777574088992,2.2955242718435005,2.2181818181818183,2.1
2003-08-01,2.8499999999999996,2.8499999999999996,2.262619464825042,2.2968793423704135,2.219523236411579,2.3701127609334782,2.3000000000000003,2.2
2003-09-01,3.3,3.3,2.312462869292748,2.333902860998577,2.2710406130542267,2.4252611396083656,2.3363636363636364,2.2
2003-10-01,1.5447282290230344,1.5446153846153845,2.1250400100250784,2.1464554921430548,2.094212353880518,2.257069297638525,2.1454545454545455,2.3
2003-11-01,3.05,3.05,2.2291906243475843,2.2443230417030366,2.198937514926935,2.3506732721294243,2.245454545454545,2.3
2003-12-01,1.260078540065002,1.26,2.0682244198569615,2.0702564628712894,2.038411030242237,2.1887094750496527,2.0727272727272728,2.3
2004-01-01,1.2764064349860598,1.2766899766899769,1.8296584544452104,1.818716921844226,1.7862777800630043,1.944872161841167,1.8181818181818181,2.2
2004-02-01,1.4,1.4,1.7035263951170707,1.6923548209890762,1.6523601689519896,1.793088117646734,1.690909090909091,1.9
2004-03-01,1.6272727272727274,1.6272727272727274,1.6396721318934089,1.633543682570962,1.5819764217083179,1.776703601841044,1.627272727272727,1.8
2004-04-01,2.5965296075728883,2.596336796063423,1.9081703776971586,1.9015219858911765,1.859615817318282,2.0912652366135993,1.890909090909091,1.7
2004-05-01,2.6798244836102114,2.679389312977099,2.2453585246310377,2.2477453310217004,2.2159816136216115,2.4516039465954305,2.2363636363636363,2.4
2004-06-01,2.4,2.4,2.3023275335980107,2.312274130117628,2.2744565625838025,2.5354819662288897,2.3,2.4
2004-07-01,1.95,1.95,2.195515054069082,2.207462165438009,2.175989938682504,2.4206088847132987,2.2,2.2
